viagem_id;patinete_id;usuario_id;bairro_origem;bairro_destino;lat_origem;lon_origem;lat_destino;lon_destino;dt_inicio;dt_fim;duracao_min;distancia_km;valor_cobrado;bateria_inicio
VGM-001447;PAT-0049;USR-00193;Centro;Bucarein;-26.30247374047774;-48.843155859403225;-26.29952177652567;-48.8414257525533;2024-05-19 12:37:00;2024-05-19 12:40:00;3;8.22;12.17;65
VGM-001448;PAT-0075;USR-00024;Iririú;Jardim Iririú;-26.271618847103518;-48.85284899838716;-26.26679765151039;-48.862439788269384;2024-09-26 11:26:00;2024-09-26 11:33:00;7;6.71;7.98;64
VGM-001449;PAT-0076;USR-00008;Centro;Itaum;-26.29995385780526;-48.845268417809606;-26.329551989147237;-48.81849172049511;2024-05-06 21:43:00;2024-05-06 21:52:00;9;4.99;7.22;34
VGM-001450;PAT-0050;USR-00129;Iririú;Jardim Iririú;-26.273167519717102;-48.85946652003011;-26.271743565075877;-48.86383726319707;2024-06-17 06:18:00;2024-06-17 06:28:00;10;7.77;8.78;32
VGM-001451;PAT-0080;USR-00114;Bucarein;Bucarein;-26.298028252359913;-48.84245235657447;-26.300102720162617;-48.8416358961692;2024-07-20 17:37:00;2024-07-20 17:46:00;9;6.11;9.32;68
VGM-001452;PAT-0035;USR-00234;Jardim Iririú;América;-26.266821527597987;-48.85825213697832;-26.29361248228914;-48.851628518949546;2024-06-14 10:01:00;2024-06-14 10:09:00;8;5.3;7.24;57
VGM-001453;PAT-0019;USR-00188;Saguaçu;Itaum;-26.281310950155213;-48.84622468386116;-26.332864571455094;-48.822321264171826;2024-08-23 21:29:00;2024-08-23 22:12:00;43;6.97;10.68;51
VGM-001454;PAT-0036;USR-00236;Iririú;Anita Garibaldi;-26.27429390253361;-48.85626877381577;-26.3128885566352;-48.8339599500226;2024-05-17 06:21:00;2024-05-17 06:26:00;5;2.34;4.77;70
VGM-001455;PAT-0029;USR-00015;Bucarein;Iririú;-26.30269612940303;-48.83758308013342;-26.27295968547408;-48.851286664076596;2024-12-01 20:20:00;2024-12-01 20:59:00;39;4.92;8.34;98
VGM-001456;PAT-0022;USR-00013;Paranaguamirim;Anita Garibaldi;-26.33569051304493;-48.81832642967763;-26.314825470677828;-48.83001095300237;2024-03-07 12:55:00;2024-03-07 13:01:00;6;7.6;10.84;25
VGM-001457;PAT-0036;USR-00008;América;Itaum;-26.289104732489683;-48.85099640553784;-26.331333211202967;-48.818922372312564;2024-11-25 15:20:00;2024-11-25 15:26:00;6;2.87;5.39;37
VGM-001458;PAT-0071;USR-00052;Itaum;Iririú;-26.328234866142225;-48.818091160234495;-26.276090825731586;-48.8559529412567;2024-02-06 18:05:00;2024-02-06 18:33:00;28;7.52;8.8;85
VGM-001459;PAT-0063;USR-00171;Glória;Glória;-26.322843248476023;-48.82802864194108;-26.315235434705645;-48.83274792899783;2024-05-10 11:15:00;2024-05-10 11:43:00;28;3.45;6.29;50
VGM-001460;PAT-0013;USR-00245;Saguaçu;Itaum;-26.283411145297674;-48.84651361043231;-26.325453336431206;-48.82242903910605;2024-02-15 06:54:00;2024-02-15 07:10:00;16;1.52;3.98;80
VGM-001461;PAT-0010;USR-00060;Bucarein;Saguaçu;-26.299061355943458;-48.84424711786548;-26.28199862417248;-48.8482054502185;2024-03-24 18:49:00;2024-03-24 19:17:00;28;2.94;5.85;82
VGM-001462;PAT-0045;USR-00262;Paranaguamirim;Itaum;-26.338487670229586;-48.81843793431313;-26.332583410791806;-48.82132722298719;2024-05-25 10:07:00;2024-05-25 10:29:00;22;4.64;7.95;43
VGM-001463;PAT-0054;USR-00043;Bucarein;Paranaguamirim;-26.30193406969692;-48.84064059673173;-26.344319626859082;-48.81086185477375;2024-09-08 19:47:00;2024-09-08 20:09:00;22;4.09;7.32;78
VGM-001464;PAT-0024;USR-00024;América;América;-26.28942154695397;-48.85000697883861;-26.292830958622794;-48.85231704532344;2024-12-16 10:22:00;2024-12-16 11:07:00;45;7.68;11.33;23
VGM-001465;PAT-0029;USR-00107;Paranaguamirim;Iririú;-26.335005862742292;-48.818206439897104;-26.27733205450566;-48.856265554088544;2024-02-19 17:32:00;2024-02-19 17:47:00;15;8.07;9.13;40
VGM-001466;PAT-0032;USR-00063;Glória;Jardim Iririú;-26.324517879611395;-48.82794860854429;-26.267940741998537;-48.86116465487566;2024-09-07 20:56:00;2024-09-07 21:23:00;27;6.27;9.74;89
VGM-001467;PAT-0058;USR-00111;Saguaçu;Saguaçu;-26.280228258157788;-48.848448280082664;-26.282222720899323;-48.84463379789632;2024-08-31 14:36:00;2024-08-31 15:17:00;41;0.85;3.3;96
VGM-001468;PAT-0004;USR-00164;América;Centro;-26.291930920392772;-48.84932239408397;-26.300816770611213;-48.844692116791535;2024-08-04 08:48:00;2024-08-04 09:18:00;30;3.49;5.85;73
VGM-001469;PAT-0034;USR-00237;Saguaçu;Bucarein;-26.281292465496627;-48.8446263292023;-26.294551359145892;-48.84085831149681;2024-07-07 11:27:00;2024-07-07 12:10:00;43;1.88;4.46;68
VGM-001470;PAT-0044;USR-00067;Itaum;Saguaçu;-26.327176145159417;-48.823302715714235;-26.28640324438777;-48.84965856977616;2024-08-06 08:02:00;2024-08-06 08:37:00;35;6.61;9.95;72
VGM-001471;PAT-0001;USR-00041;Itaum;Anita Garibaldi;-26.32932983739013;-48.82480855132003;-26.310127656565395;-48.831820958231674;2024-06-23 20:43:00;2024-06-23 21:00:00;17;6.14;9.29;20
VGM-001472;PAT-0004;USR-00149;Iririú;Bucarein;-26.272615507907485;-48.85220897413604;-26.299871658024756;-48.846616361386445;2024-11-27 10:59:00;2024-11-27 11:33:00;34;3.28;5.63;63
VGM-001473;PAT-0002;USR-00008;Iririú;Iririú;-26.271214844386986;-48.85390302574847;-26.27939094456765;-48.85129202827662;2024-09-26 22:05:00;2024-09-26 22:26:00;21;6.68;9.67;51
VGM-001474;PAT-0058;USR-00217;Bucarein;Iririú;-26.29895859678349;-48.840003604303774;-26.272984347343968;-48.854872501002056;2024-08-27 19:05:00;2024-08-27 19:38:00;33;4.18;5.97;57
VGM-001475;PAT-0063;USR-00104;Bucarein;Iririú;-26.299729668384366;-48.83861845025011;-26.2799017244743;-48.856017497651365;2024-06-02 10:08:00;2024-06-02 10:30:00;22;2.13;5.01;42
VGM-001476;PAT-0063;USR-00079;Centro;Paranaguamirim;-26.302724066144364;-48.84317189065176;-26.340908174125413;-48.81502832719282;2024-05-07 22:27:00;2024-05-07 22:48:00;21;0.33;2.79;86
VGM-001477;PAT-0053;USR-00207;Jardim Iririú;Centro;-26.264921540580588;-48.85539079853071;-26.306106207306982;-48.844525844694665;2024-10-18 07:35:00;2024-10-18 07:42:00;7;3.22;6.3;30
VGM-001478;PAT-0028;USR-00250;Jardim Iririú;Saguaçu;-26.265377148652234;-48.85964064921148;-26.28306622461481;-48.85287234573482;2024-01-24 22:06:00;2024-01-24 22:41:00;35;5.39;8.47;68
VGM-001479;PAT-0080;USR-00283;Centro;Saguaçu;-26.301421863511415;-48.84631504367341;-26.282337545272398;-48.844284481435416;2024-08-05 19:06:00;2024-08-05 19:38:00;32;4.91;6.93;52
VGM-001480;PAT-0013;USR-00042;Glória;Itaum;-26.32064416685187;-48.83098112800109;-26.331959053640286;-48.82053260474689;2024-12-04 14:22:00;2024-12-04 14:41:00;19;6.73;8.8;52
VGM-001481;PAT-0028;USR-00277;Itaum;América;-26.32682165783825;-48.82346308957156;-26.28788372985555;-48.852570334803;2024-10-26 08:49:00;2024-10-26 09:24:00;35;8.14;9.18;28
VGM-001482;PAT-0046;USR-00076;América;Bucarein;-26.294797909446295;-48.85027392767118;-26.300060832394948;-48.84561754434366;2024-01-09 09:47:00;2024-01-09 10:32:00;45;4.27;6.65;72
VGM-001483;PAT-0054;USR-00276;América;Anita Garibaldi;-26.290555109020392;-48.85322987475674;-26.312536736400137;-48.835605346256415;2024-08-24 11:50:00;2024-08-24 12:04:00;14;2.88;5.44;29
VGM-001484;PAT-0024;USR-00138;Jardim Iririú;Jardim Iririú;-26.27294241339502;-48.85578692487787;-26.26572981472986;-48.86003677228715;2024-07-20 07:05:00;2024-07-20 07:34:00;29;7.54;9.85;24
VGM-001485;PAT-0017;USR-00191;Anita Garibaldi;Bucarein;-26.313754141700997;-48.83416809195723;-26.29607079770775;-48.84296353305506;2024-12-26 15:20:00;2024-12-26 16:00:00;40;1.94;4.14;33
VGM-001486;PAT-0004;USR-00289;Saguaçu;Centro;-26.286335384651288;-48.847071598194916;-26.29952631527688;-48.844413399061736;2024-08-20 20:39:00;2024-08-20 20:58:00;19;6.95;9.8;99
VGM-001487;PAT-0027;USR-00228;Iririú;Bucarein;-26.276038273083905;-48.85645075339123;-26.30074838975784;-48.842791034712405;2024-06-23 11:13:00;2024-06-23 11:27:00;14;1.84;4.33;79
VGM-001488;PAT-0034;USR-00250;Saguaçu;Glória;-26.283045327933102;-48.85248010648022;-26.318376820864604;-48.825385824221534;2024-02-10 14:55:00;2024-02-10 15:04:00;9;7.87;11.2;61
VGM-001489;PAT-0034;USR-00032;Itaum;Itaum;-26.331114418987294;-48.82468256234627;-26.32890318091724;-48.81900722482177;2024-08-10 06:00:00;2024-08-10 06:28:00;28;5.26;8.06;46
VGM-001490;PAT-0068;USR-00176;Bucarein;América;-26.298513063773772;-48.84276664855847;-26.2868490154551;-48.84792522064348;2024-02-29 06:10:00;2024-02-29 06:54:00;44;2.72;4.83;62
VGM-001491;PAT-0025;USR-00056;Saguaçu;Iririú;-26.287624558691256;-48.852154346219024;-26.27843637858355;-48.8589064409689;2024-09-01 20:44:00;2024-09-01 21:12:00;28;0.8;3.21;88
VGM-001492;PAT-0078;USR-00012;Centro;Itaum;-26.305667482083706;-48.845131530444604;-26.32748201836413;-48.82102708707054;2024-12-02 21:19:00;2024-12-02 22:01:00;42;7.56;10.13;58
VGM-001493;PAT-0074;USR-00068;Glória;Anita Garibaldi;-26.32272730372737;-48.8261902699436;-26.311317313837314;-48.83663152298553;2024-11-11 17:44:00;2024-11-11 18:12:00;28;4.59;6.66;72
VGM-001494;PAT-0050;USR-00042;Centro;Itaum;-26.308668040762317;-48.842370851834815;-26.33225334130212;-48.81930517611863;2024-06-03 08:08:00;2024-06-03 08:19:00;11;4.43;7.37;53
VGM-001495;PAT-0061;USR-00068;Saguaçu;Anita Garibaldi;-26.283965514066185;-48.84640954589867;-26.31225565085853;-48.831388864799386;2024-01-08 12:07:00;2024-01-08 12:11:00;4;2.34;4.41;25
VGM-001496;PAT-0037;USR-00131;Centro;Glória;-26.30271787201445;-48.849087681685276;-26.3216622340293;-48.83421661782238;2024-12-22 12:54:00;2024-12-22 12:58:00;4;3.38;5.53;67
VGM-001497;PAT-0037;USR-00225;Jardim Iririú;Glória;-26.266805096539905;-48.85637003168641;-26.319206865972117;-48.834274252019554;2024-04-17 21:41:00;2024-04-17 21:53:00;12;6.05;9.51;35
VGM-001498;PAT-0044;USR-00120;Glória;Itaum;-26.320365059561993;-48.82613906564686;-26.32610999389185;-48.816496822918424;2024-11-28 13:27:00;2024-11-28 14:10:00;43;7.29;8.35;24
VGM-001499;PAT-0036;USR-00121;Anita Garibaldi;Jardim Iririú;-26.313202142198207;-48.83803346415047;-26.267306950155877;-48.862871499139615;2024-10-02 12:05:00;2024-10-02 12:27:00;22;2.75;5.28;44
VGM-001500;PAT-0004;USR-00257;Itaum;Centro;-26.32636666350428;-48.817625739142294;-26.303082775816737;-48.8445124674555;2024-08-25 10:30:00;2024-08-25 11:00:00;30;1.97;4.43;91
VGM-001501;PAT-0029;USR-00053;Centro;Glória;-26.30420918214864;-48.848334804510735;-26.319812521528853;-48.82957121867639;2024-01-12 09:10:00;2024-01-12 09:22:00;12;2.73;4.9;89
VGM-001502;PAT-0078;USR-00188;Paranaguamirim;Itaum;-26.3402081812237;-48.81197359687647;-26.334488344935544;-48.81667106405113;2024-12-25 20:31:00;2024-12-25 21:04:00;33;0.54;3.0;20
VGM-001503;PAT-0037;USR-00279;Paranaguamirim;Anita Garibaldi;-26.344743579341934;-48.81002762100096;-26.314671414431242;-48.83874911090164;2024-01-11 20:37:00;2024-01-11 20:55:00;18;5.58;8.03;37
VGM-001504;PAT-0024;USR-00137;Centro;Anita Garibaldi;-26.30598752172374;-48.85089973994671;-26.31207998270568;-48.83870217034278;2024-04-13 15:36:00;2024-04-13 16:04:00;28;3.76;6.51;82
VGM-001505;PAT-0015;USR-00060;Iririú;Itaum;-26.27619804381214;-48.851026341342084;-26.331897647162553;-48.81943181639722;2024-01-27 16:00:00;2024-01-27 16:09:00;9;3.32;5.89;47
VGM-001506;PAT-0001;USR-00260;Centro;Paranaguamirim;-26.305411772191032;-48.84497369466402;-26.34318236402239;-48.81053621346641;2024-11-18 19:26:00;2024-11-18 20:00:00;34;6.66;10.21;21
VGM-001507;PAT-0078;USR-00008;América;América;-26.290198276307727;-48.84626617380835;-26.290958671580817;-48.85185002241629;2024-10-23 15:02:00;2024-10-23 15:36:00;34;8.44;9.71;53
VGM-001508;PAT-0028;USR-00216;Jardim Iririú;Jardim Iririú;-26.26766397453273;-48.86034990482474;-26.26977190206552;-48.86173057899745;2024-07-23 21:32:00;2024-07-23 22:12:00;40;3.96;5.74;38
VGM-001509;PAT-0029;USR-00233;América;América;-26.289920949072066;-48.84752612069428;-26.293418923568264;-48.84993310676802;2024-11-09 21:14:00;2024-11-09 21:20:00;6;3.43;5.56;82
VGM-001510;PAT-0037;USR-00063;Itaum;Iririú;-26.327351167384577;-48.82437605931402;-26.275360145825594;-48.850695513994545;2024-09-27 06:27:00;2024-09-27 07:06:00;39;1.59;4.01;73
VGM-001511;PAT-0032;USR-00208;Glória;América;-26.31687014261284;-48.831647209499216;-26.29466715741918;-48.84763072167155;2024-06-10 08:17:00;2024-06-10 09:01:00;44;3.94;6.79;46
VGM-001512;PAT-0044;USR-00261;Glória;Itaum;-26.317818769237736;-48.83432983462249;-26.325722542669244;-48.81504516389267;2024-08-01 21:07:00;2024-08-01 21:41:00;34;2.88;4.87;74
VGM-001513;PAT-0075;USR-00229;Iririú;Centro;-26.270444763040448;-48.850246568665206;-26.300722979020808;-48.85097431416798;2024-11-14 17:28:00;2024-11-14 17:58:00;30;7.98;11.01;37
VGM-001514;PAT-0038;USR-00174;Iririú;Anita Garibaldi;-26.279817674173234;-48.85183026092728;-26.309923794142595;-48.83887141855287;2024-01-11 11:18:00;2024-01-11 11:33:00;15;4.04;6.46;85
VGM-001515;PAT-0030;USR-00281;Itaum;Iririú;-26.333042220143163;-48.81647452578754;-26.278937861724113;-48.85390532236633;2024-08-28 17:28:00;2024-08-28 17:45:00;17;1.92;4.57;33
VGM-001516;PAT-0049;USR-00086;América;Anita Garibaldi;-26.29592437125022;-48.84662034768566;-26.309241227455303;-48.831794235606665;2024-09-16 13:37:00;2024-09-16 14:01:00;24;5.27;7.99;53
VGM-001517;PAT-0002;USR-00120;Paranaguamirim;Saguaçu;-26.338525252858453;-48.8191489651388;-26.28192042671891;-48.85014755657693;2024-11-04 20:08:00;2024-11-04 20:29:00;21;2.64;4.66;53
VGM-001518;PAT-0053;USR-00043;Iririú;Paranaguamirim;-26.2710196945105;-48.856144024074865;-26.337322353822856;-48.81760788911966;2024-12-30 18:26:00;2024-12-30 19:10:00;44;5.11;7.34;54
VGM-001519;PAT-0038;USR-00260;Jardim Iririú;Itaum;-26.27056517703424;-48.86428965110956;-26.333860341128805;-48.817130242006186;2024-07-03 21:51:00;2024-07-03 22:04:00;13;2.95;5.53;78
VGM-001520;PAT-0078;USR-00130;Saguaçu;Jardim Iririú;-26.280729654552037;-48.8508920689845;-26.266560920429324;-48.864436181461464;2024-11-14 12:18:00;2024-11-14 12:26:00;8;0.44;2.98;34
VGM-001521;PAT-0028;USR-00221;Centro;Centro;-26.308797326097107;-48.848906342229625;-26.301056752042506;-48.847506173524174;2024-12-07 21:08:00;2024-12-07 21:22:00;14;0.73;3.32;87
VGM-001522;PAT-0076;USR-00122;Itaum;Jardim Iririú;-26.32565563973194;-48.82030892788953;-26.267226465987804;-48.85994190777408;2024-04-12 11:38:00;2024-04-12 12:12:00;34;2.98;5.22;94
VGM-001523;PAT-0029;USR-00298;Glória;Itaum;-26.321483773127603;-48.832314378325464;-26.328535926247717;-48.8193965132565;2024-02-21 19:31:00;2024-02-21 19:53:00;22;4.21;6.17;49
VGM-001524;PAT-0020;USR-00236;Jardim Iririú;Itaum;-26.271985791715508;-48.863990218931825;-26.330416365205735;-48.81771384843207;2024-04-30 12:35:00;2024-04-30 12:41:00;6;1.46;3.68;95
VGM-001525;PAT-0018;USR-00245;Jardim Iririú;Centro;-26.268141282408138;-48.86332508910906;-26.30411292680116;-48.847651542765696;2024-01-10 17:56:00;2024-01-10 18:15:00;19;7.12;11.03;60
VGM-001526;PAT-0078;USR-00075;América;Glória;-26.293432234322797;-48.854527244364476;-26.324656231416483;-48.82887315655325;2024-07-01 11:11:00;2024-07-01 11:46:00;35;3.38;6.55;47
VGM-001527;PAT-0045;USR-00083;Iririú;Itaum;-26.27715127098038;-48.85026923202087;-26.328610369780264;-48.81914624577209;2024-01-17 08:21:00;2024-01-17 08:51:00;30;0.51;3.03;22
VGM-001528;PAT-0080;USR-00050;Saguaçu;Glória;-26.286927100350738;-48.84540707493081;-26.324185527871087;-48.82952383899346;2024-02-28 13:07:00;2024-02-28 13:45:00;38;3.86;5.84;93
VGM-001529;PAT-0058;USR-00058;América;América;-26.287969741021673;-48.84632238534731;-26.291649854056597;-48.84959516706858;2024-04-24 21:16:00;2024-04-24 21:40:00;24;2.96;5.76;72
VGM-001530;PAT-0002;USR-00052;Centro;Saguaçu;-26.30400838723325;-48.846802595134925;-26.287073449023325;-48.85040550828932;2024-06-30 07:49:00;2024-06-30 08:27:00;38;1.76;4.41;93
VGM-001531;PAT-0037;USR-00231;Bucarein;Jardim Iririú;-26.299886923008437;-48.844216315183374;-26.267545720497882;-48.864153512464156;2024-05-16 10:54:00;2024-05-16 11:29:00;35;5.33;8.09;25
VGM-001532;PAT-0013;USR-00250;Centro;Paranaguamirim;-26.303296662166893;-48.84321706802791;-26.343665836644767;-48.818807283279604;2024-11-05 09:45:00;2024-11-05 09:51:00;6;6.54;9.37;73
VGM-001533;PAT-0022;USR-00278;Centro;Iririú;-26.302238493257768;-48.847937460819594;-26.273083565980265;-48.85775417617346;2024-08-12 20:53:00;2024-08-12 21:03:00;10;5.58;8.68;83
VGM-001534;PAT-0078;USR-00294;Anita Garibaldi;Jardim Iririú;-26.314273759992666;-48.837006166262945;-26.265049884630717;-48.859998020644774;2024-02-24 09:52:00;2024-02-24 10:30:00;38;2.96;5.55;71
VGM-001535;PAT-0032;USR-00157;América;Iririú;-26.291864508984748;-48.85367494007792;-26.278366455502567;-48.85159557249454;2024-01-22 22:06:00;2024-01-22 22:19:00;13;6.5;8.68;53
VGM-001536;PAT-0024;USR-00079;Iririú;Paranaguamirim;-26.27878113906663;-48.858703210217755;-26.34395686912648;-48.81298706657911;2024-11-18 09:55:00;2024-11-18 10:11:00;16;0.62;3.19;97
VGM-001537;PAT-0080;USR-00255;Itaum;Iririú;-26.33318850650465;-48.82243536938983;-26.278544845172124;-48.85210959395798;2024-07-04 11:46:00;2024-07-04 12:07:00;21;4.5;6.63;100
VGM-001538;PAT-0035;USR-00221;Bucarein;América;-26.296188821460348;-48.84344680251526;-26.287228724381016;-48.85249024376074;2024-12-28 20:48:00;2024-12-28 21:23:00;35;6.23;8.86;20
VGM-001539;PAT-0034;USR-00064;Anita Garibaldi;Anita Garibaldi;-26.315185616523046;-48.833260057918544;-26.311718107382436;-48.83595346258352;2024-09-12 09:09:00;2024-09-12 09:53:00;44;6.15;8.91;92
VGM-001540;PAT-0078;USR-00189;América;Itaum;-26.29074836616333;-48.85537435157781;-26.330327390039923;-48.8210631811401;2024-07-05 16:52:00;2024-07-05 17:03:00;11;4.37;7.05;42
VGM-001541;PAT-0013;USR-00217;Bucarein;Paranaguamirim;-26.295909537382773;-48.844894930603346;-26.343932881808975;-48.81808126815595;2024-03-03 12:28:00;2024-03-03 12:57:00;29;7.9;11.13;42
VGM-001542;PAT-0062;USR-00218;Iririú;Itaum;-26.27893123076905;-48.85190976359708;-26.328504439932427;-48.82438783341856;2024-01-04 13:53:00;2024-01-04 14:26:00;33;1.45;4.05;84
VGM-001543;PAT-0017;USR-00059;Paranaguamirim;América;-26.33932687780371;-48.81853078076416;-26.28732000408105;-48.850090839071726;2024-06-23 15:32:00;2024-06-23 15:45:00;13;1.14;3.86;88
VGM-001544;PAT-0076;USR-00001;Centro;Anita Garibaldi;-26.30683437216299;-48.847773548534775;-26.308718141306766;-48.8301078331658;2024-02-13 14:23:00;2024-02-13 14:52:00;29;1.64;4.11;55
VGM-001545;PAT-0036;USR-00100;Centro;Centro;-26.299770731247627;-48.84255341078142;-26.303139452910195;-48.8495317029505;2024-07-03 13:09:00;2024-07-03 13:45:00;36;6.15;9.61;98
VGM-001546;PAT-0030;USR-00128;Glória;Iririú;-26.3201645435328;-48.833450746888566;-26.279247212833482;-48.859533151801;2024-08-03 13:08:00;2024-08-03 13:38:00;30;1.05;3.46;85
VGM-001547;PAT-0069;USR-00168;Centro;Saguaçu;-26.30134007450225;-48.85037263164382;-26.28887602972824;-48.84520468318176;2024-07-30 19:57:00;2024-07-30 20:29:00;32;3.25;5.8;78
VGM-001548;PAT-0027;USR-00249;América;Glória;-26.290497734578437;-48.8511546200492;-26.324506910128903;-48.832474139933154;2024-09-21 17:01:00;2024-09-21 17:32:00;31;3.23;5.56;54
VGM-001549;PAT-0004;USR-00250;Centro;Bucarein;-26.308965874671454;-48.84817580488722;-26.300425207835072;-48.83870356194647;2024-03-15 06:45:00;2024-03-15 07:21:00;36;0.97;3.43;60
VGM-001550;PAT-0010;USR-00299;Glória;Paranaguamirim;-26.31866848624406;-48.82936591635516;-26.343643385328395;-48.81296063332965;2024-02-05 08:21:00;2024-02-05 08:44:00;23;3.12;6.18;64
VGM-001551;PAT-0035;USR-00281;América;Saguaçu;-26.286485966577935;-48.847961951095165;-26.287399519597475;-48.84354326462949;2024-07-24 11:27:00;2024-07-24 11:33:00;6;0.87;3.28;34
VGM-001552;PAT-0062;USR-00299;Glória;Jardim Iririú;-26.318983881798538;-48.83362851511847;-26.26914941944281;-48.860910727642434;2024-07-20 07:42:00;2024-07-20 08:26:00;44;3.58;5.84;50
VGM-001553;PAT-0030;USR-00077;Iririú;Itaum;-26.27180811140573;-48.85419300915446;-26.32557017215929;-48.818380301605494;2024-03-18 07:40:00;2024-03-18 08:25:00;45;0.81;3.18;62
VGM-001554;PAT-0058;USR-00281;Saguaçu;Centro;-26.281157935366515;-48.8479449123961;-26.303296239402183;-48.84655145219187;2024-09-23 15:26:00;2024-09-23 15:54:00;28;3.71;5.5;88
VGM-001555;PAT-0058;USR-00122;Itaum;Jardim Iririú;-26.332719202280508;-48.82355921213987;-26.26465026214317;-48.858694113026914;2024-12-14 15:46:00;2024-12-14 16:09:00;23;6.78;9.28;78
VGM-001556;PAT-0031;USR-00078;Glória;Glória;-26.322879551600916;-48.82876001514471;-26.317896484992875;-48.83050401093992;2024-06-25 06:52:00;2024-06-25 07:12:00;20;6.0;8.04;37
VGM-001557;PAT-0020;USR-00045;Anita Garibaldi;Centro;-26.31089019011149;-48.83726359582139;-26.308274968694736;-48.84931367753576;2024-09-27 10:44:00;2024-09-27 11:12:00;28;4.79;7.52;82
VGM-001558;PAT-0004;USR-00079;Anita Garibaldi;América;-26.312889715301935;-48.83512165681456;-26.28864079593626;-48.850921025839966;2024-08-16 12:56:00;2024-08-16 13:33:00;37;1.03;3.73;35
VGM-001559;PAT-0001;USR-00149;Saguaçu;Jardim Iririú;-26.28160138697133;-48.85217727675723;-26.270249011184408;-48.85971415798563;2024-11-15 20:44:00;2024-11-15 21:09:00;25;2.0;4.26;78
VGM-001560;PAT-0069;USR-00151;Jardim Iririú;Jardim Iririú;-26.26399976876602;-48.860404159427866;-26.266608921530054;-48.8568939615174;2024-11-28 18:49:00;2024-11-28 19:04:00;15;1.6;3.89;54
VGM-001561;PAT-0068;USR-00032;América;Iririú;-26.29246578620697;-48.852935365319574;-26.276590380263567;-48.85264479294206;2024-06-03 08:02:00;2024-06-03 08:39:00;37;6.55;8.24;45
VGM-001562;PAT-0037;USR-00181;Anita Garibaldi;Centro;-26.314631294410255;-48.831776187888146;-26.299423277367353;-48.844562083760586;2024-06-20 18:46:00;2024-06-20 18:57:00;11;7.42;8.98;22
VGM-001563;PAT-0015;USR-00121;Iririú;Saguaçu;-26.27219474484756;-48.859430212730025;-26.287364485205032;-48.851866129044474;2024-09-23 15:13:00;2024-09-23 15:21:00;8;2.16;4.9;74
VGM-001564;PAT-0017;USR-00012;Anita Garibaldi;Iririú;-26.31425193964452;-48.83581392725082;-26.277208695292256;-48.85279383709336;2024-09-18 15:33:00;2024-09-18 15:57:00;24;0.76;3.36;90
VGM-001565;PAT-0011;USR-00166;Saguaçu;Glória;-26.281773856814862;-48.84841568575868;-26.315693277444375;-48.82999694843645;2024-11-21 11:01:00;2024-11-21 11:05:00;4;5.9;7.91;91
VGM-001566;PAT-0017;USR-00138;Itaum;Itaum;-26.33076261746351;-48.81774993923701;-26.334753555953636;-48.81605900463894;2024-10-03 14:15:00;2024-10-03 14:37:00;22;0.5;2.93;35
VGM-001567;PAT-0014;USR-00034;Jardim Iririú;Iririú;-26.266324501007087;-48.8592571242491;-26.273033110121265;-48.850801290658694;2024-08-04 22:07:00;2024-08-04 22:13:00;6;5.57;9.12;33
VGM-001568;PAT-0027;USR-00016;América;Glória;-26.295044646861655;-48.84932787662806;-26.31774673609264;-48.83444843409398;2024-07-09 14:40:00;2024-07-09 15:15:00;35;6.02;8.29;69
VGM-001569;PAT-0017;USR-00199;Paranaguamirim;Centro;-26.338761406753235;-48.81222950714348;-26.301036214225896;-48.84299358439646;2024-06-30 09:03:00;2024-06-30 09:47:00;44;4.23;6.83;54
VGM-001570;PAT-0075;USR-00163;Paranaguamirim;Paranaguamirim;-26.340482323212626;-48.811377970263415;-26.335255606893615;-48.81962302609577;2024-03-04 20:19:00;2024-03-04 20:58:00;39;0.65;3.26;24
VGM-001571;PAT-0080;USR-00015;Bucarein;Glória;-26.297133915368242;-48.84386124503278;-26.315243980808432;-48.83132830374305;2024-01-03 20:21:00;2024-01-03 20:39:00;18;6.52;8.78;45
VGM-001572;PAT-0038;USR-00186;Saguaçu;Anita Garibaldi;-26.288319857922552;-48.84761977294636;-26.316347232424338;-48.83457700024379;2024-10-24 13:22:00;2024-10-24 13:44:00;22;8.09;11.24;59
VGM-001573;PAT-0037;USR-00063;Jardim Iririú;Glória;-26.26563126255056;-48.85659891921561;-26.316781606772473;-48.83351899201373;2024-05-25 10:45:00;2024-05-25 11:12:00;27;8.13;12.22;46
VGM-001574;PAT-0043;USR-00136;Jardim Iririú;Iririú;-26.264372029224567;-48.85510548869035;-26.273536900663427;-48.852536861874306;2024-09-23 13:06:00;2024-09-23 13:29:00;23;1.43;3.91;95
VGM-001575;PAT-0069;USR-00218;Glória;Itaum;-26.322832601999092;-48.82610480688956;-26.328526578656266;-48.82491645295828;2024-09-21 12:52:00;2024-09-21 13:18:00;26;2.92;5.3;84
VGM-001576;PAT-0065;USR-00177;Iririú;Centro;-26.279042854444796;-48.856285327373755;-26.308116500733853;-48.849514009515666;2024-08-20 09:09:00;2024-08-20 09:39:00;30;3.48;5.45;86
VGM-001577;PAT-0043;USR-00282;Jardim Iririú;Jardim Iririú;-26.27276361413954;-48.863048334827816;-26.266498128335545;-48.85919203170146;2024-07-29 08:05:00;2024-07-29 08:11:00;6;5.5;8.58;28
